id,abstract,authorships.author.display_name,authorships.author.id,authorships.author.orcid,authorships.countries,authorships.institutions.display_name,authorships.institutions.id,authorships.is_corresponding,best_oa_location.license,cited_by_count,corresponding_institution_ids,display_name,doi,funders.display_name,fwci,ids.pmid,is_retracted,language,open_access.is_oa,open_access.oa_status,primary_location.source.display_name,primary_location.source.id,primary_location.source.issn_l,primary_location.source.type,primary_topic.display_name,publication_date,publication_year,type
https://openalex.org/W2170302854,,Christos D. Tarantilis|C.T. Kiranoudis,https://openalex.org/A5114000025|https://openalex.org/A5110143069,|,GR|GR,National Technical University of Athens|National Technical University of Athens,https://openalex.org/I174458059|https://openalex.org/I174458059,False|True,other-oa,88,https://openalex.org/I174458059,Using a spatial decision support system for solving the vehicle routing problem,https://doi.org/10.1016/s0378-7206(01)00103-3,,12.79359583,,False,en,True,green,Information & Management,https://openalex.org/S38883057,0378-7206,journal,Vehicle Routing Optimization Methods,2002-03-01,2002,article
https://openalex.org/W2974466578,,Yu Yao|Xiaoning Zhu|Hongyu Dong|Shengnan Wu|Hailong Wu|Lu Tong|Xuesong Zhou,https://openalex.org/A5042458207|https://openalex.org/A5035291761|https://openalex.org/A5070778072|https://openalex.org/A5056217038|https://openalex.org/A5101486755|https://openalex.org/A5077039307|https://openalex.org/A5047902154,https://orcid.org/0000-0002-7686-3940|https://orcid.org/0000-0003-3947-4580|https://orcid.org/0000-0001-9591-7847|https://orcid.org/0000-0001-9193-6071|https://orcid.org/0009-0006-0997-4567|https://orcid.org/0000-0002-2574-9689|https://orcid.org/0000-0002-9963-5369,CN|CN|CN|CN|CN|CN|US,Beijing Jiaotong University|Beijing Jiaotong University|Jingdong (China)|Jingdong (China)|Jingdong (China)|Beihang University|Arizona State University,https://openalex.org/I21193070|https://openalex.org/I21193070|https://openalex.org/I4210103986|https://openalex.org/I4210103986|https://openalex.org/I4210103986|https://openalex.org/I82880672|https://openalex.org/I55732556,False|False|True|False|False|False|True,,118,https://openalex.org/I4210103986|https://openalex.org/I55732556,ADMM-based problem decomposition scheme for vehicle routing problem with time windows,https://doi.org/10.1016/j.trb.2019.09.009,National Science Foundation|National Natural Science Foundation of China|National Key Research and Development Program of China,8.34324038,,False,en,False,closed,Transportation Research Part B Methodological,https://openalex.org/S96305778,0191-2615,journal,Vehicle Routing Optimization Methods,2019-09-17,2019,article
https://openalex.org/W2519694694,,Can B. Kalaycı|Can Kaya,https://openalex.org/A5059437165|https://openalex.org/A5109680802,https://orcid.org/0000-0003-2355-7015|,TR|TR,Pamukkale University|Pamukkale University,https://openalex.org/I48843708|https://openalex.org/I48843708,True|False,,141,https://openalex.org/I48843708,An ant colony system empowered variable neighborhood search algorithm for the vehicle routing problem with simultaneous pickup and delivery,https://doi.org/10.1016/j.eswa.2016.09.017,,19.17545752,,False,en,False,closed,Expert Systems with Applications,https://openalex.org/S13144211,0957-4174,journal,Vehicle Routing Optimization Methods,2016-09-12,2016,article
https://openalex.org/W2062512894,,Yannis Marinakis|Athanasios Migdalas|Pãnos M. Pardalos,https://openalex.org/A5058880006|https://openalex.org/A5011299350|https://openalex.org/A5050062467,https://orcid.org/0000-0002-1989-5815|https://orcid.org/0000-0001-8473-3663|https://orcid.org/0000-0001-9623-8053,GR|GR|US,Technical University of Crete|Technical University of Crete|University of Florida,https://openalex.org/I55741626|https://openalex.org/I55741626|https://openalex.org/I33213144,True|False|False,,87,https://openalex.org/I55741626,A new bilevel formulation for the vehicle routing problem and a solution method using a genetic algorithm,https://doi.org/10.1007/s10898-006-9094-0,,7.99290256,,False,en,False,closed,Journal of Global Optimization,https://openalex.org/S115925768,0925-5001,journal,Vehicle Routing Optimization Methods,2006-10-26,2006,article
https://openalex.org/W1992027359,,Christos D. Tarantilis|D. Diakoulaki|C.T. Kiranoudis,https://openalex.org/A5114000025|https://openalex.org/A5082439294|https://openalex.org/A5110143069,|https://orcid.org/0000-0002-3050-6964|,GR|GR|GR,National Technical University of Athens|National Technical University of Athens|National Technical University of Athens,https://openalex.org/I174458059|https://openalex.org/I174458059|https://openalex.org/I174458059,True|False|False,other-oa,91,https://openalex.org/I174458059,Combination of geographical information system and efficient routing algorithms for real life distribution operations,https://doi.org/10.1016/s0377-2217(03)00035-3,,10.57995073,,False,en,True,green,European Journal of Operational Research,https://openalex.org/S103321696,0377-2217,journal,Vehicle Routing Optimization Methods,2003-04-04,2003,article
https://openalex.org/W3135029437,,Navid Akbarpour|Amirhossein Salehi-Amiri|Mostafa Hajiaghaei–Keshteli|Diego Oliva,https://openalex.org/A5062086912|https://openalex.org/A5052115613|https://openalex.org/A5089725678|https://openalex.org/A5056251028,|https://orcid.org/0000-0001-5980-8192|https://orcid.org/0000-0002-9988-2626|,MX|CA|MX|ES|MX,Tecnológico de Monterrey|École de Technologie Supérieure|Université du Québec à Montréal|Tecnológico de Monterrey|Universidad de Guadalajara|Universitat Oberta de Catalunya,https://openalex.org/I98461037|https://openalex.org/I9736820|https://openalex.org/I159129438|https://openalex.org/I98461037|https://openalex.org/I193181351|https://openalex.org/I138847295,True|False|False|False,,114,https://openalex.org/I98461037,An innovative waste management system in a smart city under stochastic optimization using vehicle routing problem,https://doi.org/10.1007/s00500-021-05669-6,,12.66555162,,False,en,False,closed,Soft Computing,https://openalex.org/S65753830,1432-7643,journal,Municipal Solid Waste Management,2021-03-05,2021,article
https://openalex.org/W2192152020,,Geir Hasle|Oddvar Kloster,https://openalex.org/A5003369175|https://openalex.org/A5026720871,https://orcid.org/0000-0003-0546-2792|https://orcid.org/0000-0002-2025-4257,NO|NO,SINTEF|SINTEF,https://openalex.org/I173888879|https://openalex.org/I173888879,True|False,,64,https://openalex.org/I173888879,Industrial Vehicle Routing,https://doi.org/10.1007/978-3-540-68783-2_12,,2.32088086,,False,en,False,closed,,,,,Vehicle Routing Optimization Methods,2007-06-08,2007,book-chapter
https://openalex.org/W2964487007,,Alexandra Anderluh|Pamela C. Nolz|Vera Hemmelmayr|Teodor Gabriel Crainic,https://openalex.org/A5046351276|https://openalex.org/A5026797750|https://openalex.org/A5003516995|https://openalex.org/A5041183626,https://orcid.org/0000-0001-7337-0799|https://orcid.org/0000-0002-1169-6248|https://orcid.org/0000-0002-6086-1019|https://orcid.org/0000-0002-4424-0984,AT||AT|CA,"Bundesministerium für Klimaschutz, Umwelt, Energie, Mobilität, Innovation und Technologie||Bundesministerium für Klimaschutz, Umwelt, Energie, Mobilität, Innovation und Technologie|Université du Québec à Montréal|Université de Montréal",https://openalex.org/I1317784204||https://openalex.org/I1317784204|https://openalex.org/I159129438|https://openalex.org/I70931966,True|False|False|False,cc-by,140,https://openalex.org/I1317784204,Multi-objective optimization of a two-echelon vehicle routing problem with vehicle synchronization and ‘grey zone’ customers arising in urban logistics,https://doi.org/10.1016/j.ejor.2019.07.049,Österreichische Forschungsförderungsgesellschaft|Natural Sciences and Engineering Research Council of Canada,10.97794787,,False,en,True,hybrid,European Journal of Operational Research,https://openalex.org/S103321696,0377-2217,journal,Vehicle Routing Optimization Methods,2019-07-28,2019,article
https://openalex.org/W3156997004,,Mohammad Shokouhifar,https://openalex.org/A5048004042,https://orcid.org/0000-0001-7370-4760,IR,Shahid Beheshti University,https://openalex.org/I48379061,True,,88,https://openalex.org/I48379061,FH-ACO: Fuzzy heuristic-based ant colony optimization for joint virtual network function placement and routing,https://doi.org/10.1016/j.asoc.2021.107401,,12.42238169,,False,en,False,closed,Applied Soft Computing,https://openalex.org/S140556538,1568-4946,journal,Software-Defined Networks and 5G,2021-04-19,2021,article
https://openalex.org/W2530665380,,Mohammadbagher Afshar-Bakeshloo|Ali D. Mehrabi|Hossein Safari|Meysam Maleki|Fariborz Jolai,https://openalex.org/A5060592862|https://openalex.org/A5071239120|https://openalex.org/A5050984581|https://openalex.org/A5036442203|https://openalex.org/A5019047127,https://orcid.org/0000-0002-7783-6477||https://orcid.org/0000-0001-9232-1319|https://orcid.org/0000-0002-1111-0358|https://orcid.org/0000-0003-0824-8513,IR|IR|IR|PT|IR,University of Tehran|Shahid Chamran University of Ahvaz|University of Tehran|Universidade Nova de Lisboa|University of Tehran,https://openalex.org/I23946033|https://openalex.org/I196051555|https://openalex.org/I23946033|https://openalex.org/I83558840|https://openalex.org/I23946033,True|False|False|False|False,cc-by,67,https://openalex.org/I23946033,A green vehicle routing problem with customer satisfaction criteria,https://doi.org/10.1007/s40092-016-0163-9,,6.26137388,,False,en,True,diamond,Journal of industrial engineering international,https://openalex.org/S2764809327,1735-5702,journal,Vehicle Routing Optimization Methods,2016-08-09,2016,article
https://openalex.org/W2980272392,,Mukesh Kumar Mehlawat|Pankaj Gupta|Anisha Khaitan|Witold Pedrycz,https://openalex.org/A5063421319|https://openalex.org/A5100746367|https://openalex.org/A5013764719|https://openalex.org/A5003799782,https://orcid.org/0000-0002-2516-009X|https://orcid.org/0000-0002-1963-7998|https://orcid.org/0000-0002-2060-9206|https://orcid.org/0000-0002-9335-9930,IN|IN|IN|CA|PL|SA,University of Delhi|University of Delhi|University of Delhi|Systems Research Institute|King Abdulaziz University|University of Alberta|Polish Academy of Sciences,https://openalex.org/I110166357|https://openalex.org/I110166357|https://openalex.org/I110166357|https://openalex.org/I66083562|https://openalex.org/I185163786|https://openalex.org/I154425047|https://openalex.org/I99542240,True|False|False|False,,56,https://openalex.org/I110166357,A Hybrid Intelligent Approach to Integrated Fuzzy Multiple Depot Capacitated Green Vehicle Routing Problem With Split Delivery and Vehicle Selection,https://doi.org/10.1109/tfuzz.2019.2946110,,5.48897394,,False,en,False,closed,IEEE Transactions on Fuzzy Systems,https://openalex.org/S134177497,1063-6706,journal,Vehicle Routing Optimization Methods,2019-10-07,2019,article
https://openalex.org/W1978890896,,Ilkyeong Moon|Jeong Hun Lee|June Seong,https://openalex.org/A5007848705|https://openalex.org/A5101912661|https://openalex.org/A5062428688,https://orcid.org/0000-0002-7072-1351|https://orcid.org/0000-0001-8640-7087|,KR|KR|,Pusan National University|Electronics and Telecommunications Research Institute|,https://openalex.org/I4921948|https://openalex.org/I142401562|,False|True|False,,41,https://openalex.org/I142401562,Vehicle routing problem with time windows considering overtime and outsourcing vehicles,https://doi.org/10.1016/j.eswa.2012.05.081,Pusan National University,6.72504929,,False,en,False,closed,Expert Systems with Applications,https://openalex.org/S13144211,0957-4174,journal,Vehicle Routing Optimization Methods,2012-06-09,2012,article
https://openalex.org/W1983258309,,Ángel A. Juan|Javier Faulín|Rubén Ruíz|Barry B. Barrios|Santi Caballé,https://openalex.org/A5080136207|https://openalex.org/A5022916875|https://openalex.org/A5027802981|https://openalex.org/A5078457630|https://openalex.org/A5034290489,https://orcid.org/0000-0003-1392-1776|https://orcid.org/0000-0002-2613-6155|https://orcid.org/0000-0003-3295-3888||https://orcid.org/0000-0002-2490-6830,ES|ES|ES|ES|ES,Universitat Oberta de Catalunya|Universidad Publica de Navarra|Universitat Politècnica de València|Universidad Publica de Navarra|Universitat Oberta de Catalunya,https://openalex.org/I138847295|https://openalex.org/I175051016|https://openalex.org/I60053951|https://openalex.org/I175051016|https://openalex.org/I138847295,True|False|False|False|False,,102,https://openalex.org/I138847295,The SR-GCWS hybrid algorithm for solving the capacitated vehicle routing problem,https://doi.org/10.1016/j.asoc.2009.07.003,,17.28051222,,False,en,False,closed,Applied Soft Computing,https://openalex.org/S140556538,1568-4946,journal,Vehicle Routing Optimization Methods,2009-07-12,2009,article
https://openalex.org/W3010566549,,Antonio Giallanza|Gabriella Li Puma,https://openalex.org/A5089471212|https://openalex.org/A5039031908,https://orcid.org/0000-0001-8923-2454|,IT|IT,University of Palermo|University of Palermo,https://openalex.org/I900890020|https://openalex.org/I900890020,True|False,,64,https://openalex.org/I900890020,Fuzzy green vehicle routing problem for designing a three echelons supply chain,https://doi.org/10.1016/j.jclepro.2020.120774,,11.34845481,,False,en,False,closed,Journal of Cleaner Production,https://openalex.org/S58516903,0959-6526,journal,Sustainable Supply Chain Management,2020-02-29,2020,article
https://openalex.org/W2061625746,,Canhong Lin|K.L. Choy|G.T.S. Ho|H.Y. Lam|G.K.H. Pang|Kwai‐Sang Chin,https://openalex.org/A5066402465|https://openalex.org/A5043105230|https://openalex.org/A5021070500|https://openalex.org/A5046635440|https://openalex.org/A5050782286|https://openalex.org/A5035869274,|https://orcid.org/0000-0001-9252-1476|https://orcid.org/0000-0002-8550-4974|https://orcid.org/0000-0002-5858-1894|https://orcid.org/0000-0003-2257-2301|https://orcid.org/0000-0002-7029-007X,HK|HK|HK|HK|HK|HK,Hong Kong Polytechnic University|Hong Kong Polytechnic University|Hong Kong Polytechnic University|Hong Kong Polytechnic University|Hong Kong University of Science and Technology|University of Hong Kong|City University of Hong Kong,https://openalex.org/I14243506|https://openalex.org/I14243506|https://openalex.org/I14243506|https://openalex.org/I14243506|https://openalex.org/I200769079|https://openalex.org/I889458895|https://openalex.org/I168719708,False|True|False|False|False|False,,62,https://openalex.org/I14243506,A decision support system for optimizing dynamic courier routing operations,https://doi.org/10.1016/j.eswa.2014.04.036,,12.48501108,,False,en,False,closed,Expert Systems with Applications,https://openalex.org/S13144211,0957-4174,journal,Vehicle Routing Optimization Methods,2014-05-10,2014,article
https://openalex.org/W335644182,,Yong Wang|Xiaolei Ma|Maozeng Xu|Yinhai Wang|Yong Liu|Yinhai Wang|Yong Liu,https://openalex.org/A5033443211|https://openalex.org/A5045699018|https://openalex.org/A5100416692|https://openalex.org/A5012268687|https://openalex.org/A5100769300||,https://orcid.org/0000-0001-7511-8888|https://orcid.org/0000-0002-3841-5792|https://orcid.org/0000-0003-2231-4222|https://orcid.org/0000-0002-4180-5628|||,CN|US|CN|US|CN|CN|US|CN|US|CN|US|CN,University of Washington|Chongqing Jiaotong University|University of Washington|Chongqing Jiaotong University|Beihang University|Chongqing Jiaotong University|Beihang University|University of Washington|Chongqing Jiaotong University|University of Washington|Chongqing Jiaotong University|University of Washington|Chongqing Jiaotong University|Chongqing Jiaotong University,https://openalex.org/I201448701|https://openalex.org/I63371133|https://openalex.org/I201448701|https://openalex.org/I63371133|https://openalex.org/I82880672|https://openalex.org/I63371133|https://openalex.org/I82880672|https://openalex.org/I201448701|https://openalex.org/I63371133|https://openalex.org/I201448701|https://openalex.org/I63371133|https://openalex.org/I201448701|https://openalex.org/I63371133|https://openalex.org/I63371133,True|False|True|False|False|True|False,,30,https://openalex.org/I201448701|https://openalex.org/I63371133|https://openalex.org/I82880672,Vehicle routing problem based on a fuzzy customer clustering approach for logistics network optimization,https://doi.org/10.3233/ifs-151578,National Natural Science Foundation of China,6.54357679,,False,en,False,closed,Journal of Intelligent & Fuzzy Systems,https://openalex.org/S179157397,1064-1246,journal,Vehicle Routing Optimization Methods,2015-10-23,2015,article
https://openalex.org/W2795297732,,Saeed Fazayeli|Alireza Eydi|Isa Nakhai Kamalabadi,https://openalex.org/A5064610735|https://openalex.org/A5067178270|https://openalex.org/A5057164324,|https://orcid.org/0000-0002-7432-0520|https://orcid.org/0000-0002-6793-5578,IR|IR|IR,University of Kurdistan|University of Kurdistan|University of Kurdistan,https://openalex.org/I3124704065|https://openalex.org/I3124704065|https://openalex.org/I3124704065,False|True|False,,153,https://openalex.org/I3124704065,Location-routing problem in multimodal transportation network with time windows and fuzzy demands: Presenting a two-part genetic algorithm,https://doi.org/10.1016/j.cie.2018.03.041,,12.41601532,,False,en,False,closed,Computers & Industrial Engineering,https://openalex.org/S196821226,0360-8352,journal,Urban and Freight Transport Logistics,2018-03-28,2018,article
https://openalex.org/W2617172242,"Infectious waste disposal remains one of the most serious problems in the medical, social and environmental domains of almost every country. Selection of new suitable locations and finding the optimal set of transport routes for a fleet of vehicles to transport infectious waste material, location routing problem for infectious waste disposal, is one of the major problems in hazardous waste management. Determining locations for infectious waste disposal is a difficult and complex process, because it requires combining both intangible and tangible factors. Additionally, it depends on several criteria and various regulations. This facility location problem for infectious waste disposal is complicated, and it cannot be addressed using any stand-alone technique. Based on a case study, 107 hospitals and 6 candidate municipalities in Upper-Northeastern Thailand, we considered criteria such as infrastructure, geology and social & environmental criteria, evaluating global priority weights using the fuzzy analytical hierarchy process (Fuzzy AHP). After that, a new multi-objective facility location problem model which hybridizes fuzzy AHP and goal programming (GP), namely the HGP model, was tested. Finally, the vehicle routing problem (VRP) for a case study was formulated, and it was tested using a hybrid genetic algorithm (HGA) which hybridizes the push forward insertion heuristic (PFIH), genetic algorithm (GA) and three local searches including 2-opt, insertion-move and interexchange-move. The results show that both the HGP and HGA can lead to select new suitable locations and to find the optimal set of transport routes for vehicles delivering infectious waste material. The novelty of the proposed methodologies, HGP, is the simultaneous combination of relevant factors that are difficult to interpret and cost factors in order to determine new suitable locations, and HGA can be applied to determine the transport routes which provide a minimum number of vehicles and minimum transportation cost under the actual situation efficiently in this case.",Narong Wichapa|Porntep Khokhajaikiat,https://openalex.org/A5056407274|https://openalex.org/A5086198119,https://orcid.org/0000-0002-7292-8647|https://orcid.org/0000-0002-5335-991X,TH|TH,Khon Kaen University|Khon Kaen University,https://openalex.org/I179193067|https://openalex.org/I179193067,True|False,,44,https://openalex.org/I179193067,Solving a multi-objective location routing problem for infectious waste disposal using hybrid goal programming and hybrid genetic algorithm,https://doi.org/10.5267/j.ijiec.2017.4.003,Khon Kaen University,7.16356445,,False,en,True,diamond,International Journal of Industrial Engineering Computations,https://openalex.org/S159818241,1923-2926,journal,Facility Location and Emergency Management,2017-05-29,2017,article
https://openalex.org/W43999335,,Brigitte Werners|Michael Drawe,https://openalex.org/A5073363112|https://openalex.org/A5021328730,https://orcid.org/0000-0001-7684-9279|,DE|DE,Ruhr University Bochum|Ruhr University Bochum,https://openalex.org/I904495901|https://openalex.org/I904495901,True|False,,18,https://openalex.org/I904495901,Capacitated Vehicle Routing Problem with Fuzzy Demand,https://doi.org/10.1007/978-3-540-36461-0_21,,0.0,,False,en,False,closed,Studies in fuzziness and soft computing,https://openalex.org/S4210229206,1434-9922,book series,Vehicle Routing Optimization Methods,2003-01-01,2003,book-chapter
